PMG PRG Trainsize N value sd se ci Trait
75%MG 25%RG 2.5%geno 50 19.4636320065455 1.22538714913836 0.173295912546918 0.34825117455 Aggregate_breeding_value
75%MG 25%RG 5%geno 50 20.5932845533334 0.889839966915308 0.125842374955325 0.252889720491755 Aggregate_breeding_value
75%MG 25%RG 10%geno 50 21.179207516 0.965109046517393 0.136487030275386 0.274280956230725 Aggregate_breeding_value
75%MG 25%RG 20%geno 50 21.8457146344243 0.903632952747687 0.127792997718302 0.256809643693214 Aggregate_breeding_value
75%MG 50%RG 2.5%geno 50 19.0757169993939 1.17719498397554 0.166480511189578 0.334555112751194 Aggregate_breeding_value
75%MG 50%RG 5%geno 50 19.974182367394 0.996057044898514 0.140863738179275 0.283076280054527 Aggregate_breeding_value
75%MG 50%RG 10%geno 50 20.9003362921212 0.902889970998779 0.127687924231712 0.256598490616484 Aggregate_breeding_value
75%MG 50%RG 20%geno 50 22.0616621598788 1.07442799511452 0.151947064248428 0.305349057668127 Aggregate_breeding_value
75%MG 75%RG 2.5%geno 50 18.8136342374546 1.20492684108852 0.170402388033475 0.34243641933976 Aggregate_breeding_value
75%MG 75%RG 5%geno 50 19.5602573876364 1.05900655887349 0.149766143820095 0.3009663339812 Aggregate_breeding_value
75%MG 75%RG 10%geno 50 20.2919387139394 0.976257806501525 0.138063703032707 0.277449398760892 Aggregate_breeding_value
75%MG 75%RG 20%geno 50 21.4300425109091 0.880545674688242 0.124527963543308 0.250248311866764 Aggregate_breeding_value
75%MG 100%RG 2.5%geno 50 18.159090363394 1.09712841325153 0.155157388168518 0.311800445121104 Aggregate_breeding_value
75%MG 100%RG 5%geno 50 18.5101230546667 1.30109618230534 0.184002786696807 0.369767443708677 Aggregate_breeding_value
75%MG 100%RG 10%geno 50 19.2135833349091 1.3115291913361 0.185478236983573 0.372732472068576 Aggregate_breeding_value
75%MG 100%RG 20%geno 50 20.0880310652121 0.9574410978715 0.135402618578326 0.27210174933746 Aggregate_breeding_value
100%MG 0%RG 2.5%geno 50 19.7796191272727 1.09146268033516 0.154356132535408 0.310190261642195 Aggregate_breeding_value
100%MG 0%RG 5%geno 50 20.3548984539394 0.866080330771733 0.122482254988196 0.246137306612028 Aggregate_breeding_value
100%MG 0%RG 10%geno 50 21.0317152687273 0.993869621267817 0.140554389762756 0.282454621137046 Aggregate_breeding_value
100%MG 0%RG 20%geno 50 21.3523996413333 1.05799333143396 0.14962285182142 0.300678377928983 Aggregate_breeding_value
100%MG 25%RG 2.5%geno 50 19.5559581395152 1.30753268442362 0.184913045555799 0.371596677371085 Aggregate_breeding_value
100%MG 25%RG 5%geno 50 20.4591717180606 1.09355148258471 0.15465153378245 0.310783892673267 Aggregate_breeding_value
100%MG 25%RG 10%geno 50 20.7806847766061 1.05902043240014 0.14976810583305 0.300970276793849 Aggregate_breeding_value
100%MG 25%RG 20%geno 50 21.6160383021818 1.1162832477876 0.15786629084711 0.317244188863795 Aggregate_breeding_value
100%MG 50%RG 2.5%geno 50 19.126455506303 1.1972439145912 0.169315858148352 0.340252955788216 Aggregate_breeding_value
100%MG 50%RG 5%geno 50 19.8687725244849 0.941460674977847 0.13314264549946 0.267560163401591 Aggregate_breeding_value
100%MG 50%RG 10%geno 50 20.6919512704243 0.935677901371527 0.132324837813241 0.265916717326632 Aggregate_breeding_value
100%MG 50%RG 20%geno 50 21.3249145842425 1.16652446534087 0.164971471972508 0.331522584908713 Aggregate_breeding_value
100%MG 75%RG 2.5%geno 50 18.6647895821818 1.34906160265445 0.190786121495071 0.383399065344425 Aggregate_breeding_value
100%MG 75%RG 5%geno 50 19.5748759455758 1.06426722651515 0.150510114572692 0.302461399182767 Aggregate_breeding_value
100%MG 75%RG 10%geno 50 20.4106313060606 0.717444188155175 0.10146193011348 0.203895382267387 Aggregate_breeding_value
100%MG 75%RG 20%geno 50 21.1759634223031 1.04324283071527 0.147536816004603 0.296486332007743 Aggregate_breeding_value
100%MG 100%RG 2.5%geno 50 18.2135489592728 1.33120854360306 0.188261317671038 0.37832528210104 Aggregate_breeding_value
100%MG 100%RG 5%geno 50 18.7454922231515 1.24450226484772 0.175999198135167 0.353683630327035 Aggregate_breeding_value
100%MG 100%RG 10%geno 50 19.2429320312727 1.17824852324742 0.166629504142258 0.334854525299405 Aggregate_breeding_value
100%MG 100%RG 20%geno 50 20.2022113010909 0.794989506400636 0.112428494189607 0.225933517871163 Aggregate_breeding_value
0%MG 0%RG 2.5%geno 50 17.4739692604849 1.20629104994324 0.170595316299901 0.34282412320651 Weight
0%MG 0%RG 5%geno 50 17.5422703477576 1.38477177708895 0.195836302795069 0.393547784627915 Weight
0%MG 0%RG 10%geno 50 18.0678100944243 1.22703131625211 0.173528432890024 0.348718441673636 Weight
0%MG 0%RG 20%geno 50 18.3385780288485 1.22196754844417 0.172812307978954 0.347279334785658 Weight
0%MG 25%RG 2.5%geno 50 17.0062114584243 1.36983383533968 0.193723758813493 0.389302468555192 Weight
0%MG 25%RG 5%geno 50 17.9132092803636 1.29524286012867 0.183175001936088 0.368103947951862 Weight
0%MG 25%RG 10%geno 50 18.1479840561212 1.19602323957074 0.169143228631435 0.339906043785822 Weight
0%MG 25%RG 20%geno 50 18.7050769614546 1.10902044607692 0.156839175579104 0.315180123455532 Weight
0%MG 50%RG 2.5%geno 50 17.1442898660606 1.23116774345849 0.174113412035527 0.349894001278675 Weight
0%MG 50%RG 5%geno 50 17.5047331087273 1.38987053572393 0.196557376156354 0.394996835798906 Weight
0%MG 50%RG 10%geno 50 17.837010692 1.08329946724051 0.153201679868307 0.307870302149951 Weight
0%MG 50%RG 20%geno 50 18.2968844981818 1.36545175231693 0.193104038689272 0.388057094339607 Weight
0%MG 75%RG 2.5%geno 50 17.1179278769697 1.40541877022721 0.198756228566904 0.39941559515325 Weight
0%MG 75%RG 5%geno 50 17.2538780351515 1.33497519846517 0.188794003110116 0.379395753568591 Weight
0%MG 75%RG 10%geno 50 18.0546950752727 1.49422049928546 0.21131468952654 0.424652767314188 Weight
0%MG 75%RG 20%geno 50 18.4556557254546 1.17585135921298 0.166290493953384 0.33417325881871 Weight
0%MG 100%RG 2.5%geno 50 16.5220676609697 1.36498823808335 0.193038487877723 0.387925365051946 Weight
0%MG 100%RG 5%geno 50 16.9086486992727 1.4048374909353 0.19867402326109 0.399250397406324 Weight
0%MG 100%RG 10%geno 50 17.2184714641212 0.958476401767622 0.135549032659433 0.27239597944922 Weight
0%MG 100%RG 20%geno 50 17.5706321665455 1.16772747382792 0.165141603064312 0.331864476137868 Weight
25%MG 0%RG 2.5%geno 50 17.6507526802424 1.26986090024522 0.179585450745409 0.360890474766667 Weight
25%MG 0%RG 5%geno 50 18.772261042303 1.11310053585447 0.157416187409015 0.316339672140452 Weight
25%MG 0%RG 10%geno 50 20.3408407300606 0.878464070279963 0.12423358022474 0.249656726439546 Weight
25%MG 0%RG 20%geno 50 21.2486030501818 1.184743154183 0.167547983657428 0.336700278988901 Weight
25%MG 25%RG 2.5%geno 50 17.8280965269091 1.17731862700467 0.166497996954448 0.334590251711278 Weight
25%MG 25%RG 5%geno 50 18.4750459026667 1.10300390871979 0.155988308706206 0.313470242457663 Weight
25%MG 25%RG 10%geno 50 19.9846774768485 1.05584953099376 0.149319672655665 0.300069116585068 Weight
25%MG 25%RG 20%geno 50 21.017468431394 0.917008523287352 0.12968458904447 0.260610938781048 Weight
25%MG 50%RG 2.5%geno 50 17.5408408471515 1.16168338096403 0.164286839254276 0.330146763951625 Weight
25%MG 50%RG 5%geno 50 18.3395024306667 0.990813090780857 0.140122131075909 0.281585964783925 Weight
25%MG 50%RG 10%geno 50 19.2921998739394 0.861084796374701 0.121775779738638 0.244717591444871 Weight
25%MG 50%RG 20%geno 50 20.3006841884849 0.944053595609655 0.133509339851826 0.268297063291701 Weight
25%MG 75%RG 2.5%geno 50 17.2262942146667 1.23298271809993 0.174370088210856 0.350409811364577 Weight
25%MG 75%RG 5%geno 50 17.7356103290909 1.06749587174439 0.150966713959821 0.30337897000443 Weight
25%MG 75%RG 10%geno 50 18.5218896238788 1.15834991253605 0.163815415628217 0.3291994027065 Weight
25%MG 75%RG 20%geno 50 19.9138784682424 0.990170926747021 0.140031315367317 0.281403463784796 Weight
25%MG 100%RG 2.5%geno 50 16.7701374838788 1.09846885964409 0.155346955915318 0.31218139577083 Weight
25%MG 100%RG 5%geno 50 17.0029763378182 1.31099538442848 0.185402745286729 0.372580765823991 Weight
25%MG 100%RG 10%geno 50 17.7368864625455 1.20188841829533 0.16997269016124 0.341572909136269 Weight
25%MG 100%RG 20%geno 50 18.7255170654546 0.821198773430867 0.116135044279008 0.233382109146003 Weight
50%MG 0%RG 2.5%geno 50 18.5835909850909 1.30897219301701 0.185116622813391 0.372005781186785 Weight
50%MG 0%RG 5%geno 50 19.4316667824243 1.00002107833821 0.141424337164487 0.284202845893169 Weight
50%MG 0%RG 10%geno 50 20.4865364515152 1.06852457082437 0.151112193978872 0.303671323048212 Weight
50%MG 0%RG 20%geno 50 21.5577207078788 1.19860413733928 0.169508222694172 0.340639526815996 Weight
50%MG 25%RG 2.5%geno 50 18.2876458214546 1.24820162687403 0.176522366930141 0.354734977382253 Weight
50%MG 25%RG 5%geno 50 19.1016019524849 1.183649793491 0.167393359105509 0.336389549318313 Weight
50%MG 25%RG 10%geno 50 20.2409790478788 0.913926124855374 0.129248672077756 0.259734930839295 Weight
50%MG 25%RG 20%geno 50 20.8808340385455 0.923268090075526 0.130569825469111 0.262389887979013 Weight
50%MG 50%RG 2.5%geno 50 17.6391212574546 1.15965893000648 0.164000538654224 0.329571421355385 Weight
50%MG 50%RG 5%geno 50 18.913755109697 1.28271659723463 0.181403520849029 0.364544023426266 Weight
50%MG 50%RG 10%geno 50 19.7396830921212 0.958071768504771 0.135491808874622 0.272280983948289 Weight
50%MG 50%RG 20%geno 50 20.5814901722424 1.01067071960215 0.142930423875474 0.287229440452539 Weight
50%MG 75%RG 2.5%geno 50 17.262779784 1.17971968504654 0.166837557839133 0.335272624856639 Weight
50%MG 75%RG 5%geno 50 17.8563150381818 1.02011490020586 0.144266032705 0.289913446882846 Weight
50%MG 75%RG 10%geno 50 18.8380015306667 0.969807833303351 0.137151539075326 0.275616336659939 Weight
50%MG 75%RG 20%geno 50 20.1683555517576 0.869112952574434 0.122911132476489 0.246999168192264 Weight
50%MG 100%RG 2.5%geno 50 16.9251983609697 1.21574530529687 0.171932349914225 0.345510992849066 Weight
50%MG 100%RG 5%geno 50 16.9591973744243 1.14463430903455 0.161875736379422 0.325301471320148 Weight
50%MG 100%RG 10%geno 50 17.8655225209697 1.30948369219451 0.185188959720787 0.372151147644617 Weight
50%MG 100%RG 20%geno 50 18.2401236924849 0.918726825541393 0.129927593679662 0.261099274878438 Weight
75%MG 0%RG 2.5%geno 50 18.3707080284849 1.36950019054187 0.193676574313685 0.389207647752802 Weight
75%MG 0%RG 5%geno 50 19.2859873517576 1.10351691054099 0.156060858119513 0.313616035962113 Weight
75%MG 0%RG 10%geno 50 20.3848704458182 0.984706873541005 0.13925858155237 0.279850597045385 Weight
75%MG 0%RG 20%geno 50 20.5838626905455 1.00912318100969 0.142711568868898 0.286789634850802 Weight
75%MG 25%RG 2.5%geno 50 18.1893376464243 1.23450878876417 0.174585907193906 0.350843515848618 Weight
75%MG 25%RG 5%geno 50 19.3137289047273 0.991954064983639 0.140283489195098 0.281910226064557 Weight
75%MG 25%RG 10%geno 50 19.8124339934546 0.990750859286212 0.140113330213536 0.281568278788834 Weight
75%MG 25%RG 20%geno 50 20.3758396317576 0.983865642259262 0.139139613483596 0.279611521760369 Weight
75%MG 50%RG 2.5%geno 50 17.9459005827879 1.09886607589009 0.155403130775547 0.312294283378896 Weight
75%MG 50%RG 5%geno 50 18.8355201103031 0.982111338047785 0.138891517402756 0.279112954019884 Weight
75%MG 50%RG 10%geno 50 19.5587422899394 0.828797141485508 0.117209615794486 0.235541541454031 Weight
75%MG 50%RG 20%geno 50 20.6946237575758 1.0273982407678 0.145296052605207 0.291983349368052 Weight
75%MG 75%RG 2.5%geno 50 17.5797972029091 1.11051584327517 0.157050656678994 0.315605110636993 Weight
75%MG 75%RG 5%geno 50 18.4797463157576 1.11485316756562 0.15766404696259 0.316837764561602 Weight
75%MG 75%RG 10%geno 50 18.9731307089697 0.938858021925725 0.132774574775014 0.266820497588232 Weight
75%MG 75%RG 20%geno 50 20.0849941049697 0.884633670972521 0.125106093522124 0.251410107556035 Weight
75%MG 100%RG 2.5%geno 50 16.750578009697 1.04822422672332 0.148241291784016 0.297902029089209 Weight
75%MG 100%RG 5%geno 50 17.2297290906667 1.31215873437014 0.185567267813256 0.37291138621925 Weight
75%MG 100%RG 10%geno 50 17.7747441604849 1.29164213190494 0.182665782067246 0.367080632313185 Weight
75%MG 100%RG 20%geno 50 18.6905967698182 0.976839441876694 0.138145958696299 0.27761469770556 Weight
100%MG 0%RG 2.5%geno 50 18.3730664946667 1.11487575128734 0.157667240783144 0.3168441827843 Weight
100%MG 0%RG 5%geno 50 18.9048599670303 0.909963451179951 0.128688265392251 0.258608751441384 Weight
100%MG 0%RG 10%geno 50 19.3967212907879 1.05330444708552 0.148959743437623 0.299345811741372 Weight
100%MG 0%RG 20%geno 50 19.5991630809697 1.08129046042013 0.15291756339908 0.307299348728931 Weight
100%MG 25%RG 2.5%geno 50 18.3616032252121 1.29259388022466 0.182800379605418 0.367351116192873 Weight
100%MG 25%RG 5%geno 50 19.1274335065455 1.09823457658596 0.155313823287493 0.312114813262413 Weight
100%MG 25%RG 10%geno 50 19.3152030598788 1.05169998790572 0.148732838644389 0.298889829487704 Weight
100%MG 25%RG 20%geno 50 19.9392321118788 1.06665965101904 0.150848454490728 0.303141318703784 Weight
100%MG 50%RG 2.5%geno 50 17.8320069884849 1.05875875620537 0.149731099230691 0.300895909242138 Weight
100%MG 50%RG 5%geno 50 18.7257499195152 0.92461006965895 0.130759610041842 0.262771274356761 Weight
100%MG 50%RG 10%geno 50 19.2868867779394 0.948416989866666 0.134126416985451 0.269537126218832 Weight
100%MG 50%RG 20%geno 50 19.6992610212121 1.11535757455052 0.157735380882491 0.316981115440602 Weight
100%MG 75%RG 2.5%geno 50 17.427462956 1.21071152171658 0.171220465413296 0.344080407384303 Weight
100%MG 75%RG 5%geno 50 18.3801782118788 1.04425054778147 0.147679328718809 0.296772722029188 Weight
100%MG 75%RG 10%geno 50 19.1154173264243 0.749954982803931 0.10605965078506 0.213134847876231 Weight
100%MG 75%RG 20%geno 50 19.7032814298182 1.01566581118631 0.143636836501834 0.288649029773668 Weight
100%MG 100%RG 2.5%geno 50 16.9158791904243 1.30556196704862 0.184634344031865 0.371036605690038 Weight
100%MG 100%RG 5%geno 50 17.4427652602424 1.33145900614997 0.188296738424109 0.378396462769291 Weight
100%MG 100%RG 10%geno 50 17.8483742699394 1.20194783243377 0.169981092589278 0.341589794447585 Weight
100%MG 100%RG 20%geno 50 18.7586181075152 0.806072689821489 0.113995893020411 0.229083323748252 Weight
0%MG 0%RG 2.5%geno 50 -4.76997011369697 1.91843894257934 0.271308237118041 0.545214314941602 RFI
0%MG 0%RG 5%geno 50 -5.06041383466667 1.70709491568449 0.241419678201916 0.485151007070281 RFI
0%MG 0%RG 10%geno 50 -4.78647014969697 1.50181606672251 0.212388864974879 0.426811403695504 RFI
0%MG 0%RG 20%geno 50 -5.43199656036364 1.55423865127594 0.219802537979891 0.441709737382548 RFI
0%MG 25%RG 2.5%geno 50 -4.61748002909091 1.74437819816782 0.246692330575687 0.495746798714602 RFI
0%MG 25%RG 5%geno 50 -3.88784467030303 1.31641935872637 0.186169811088132 0.37412224226374 RFI
0%MG 25%RG 10%geno 50 -4.911552408 1.49958230281001 0.212072963052859 0.42617657501565 RFI
0%MG 25%RG 20%geno 50 -5.06416183018182 1.70424498716758 0.241016637445875 0.484341066347387 RFI
0%MG 50%RG 2.5%geno 50 -4.46701723309091 1.58130639361108 0.223630494811208 0.449402304639563 RFI
0%MG 50%RG 5%geno 50 -3.9933371609697 1.48578056007491 0.210121101876822 0.422254163129973 RFI
0%MG 50%RG 10%geno 50 -4.58243331636364 1.54046075766653 0.217854049579553 0.437794103343396 RFI
0%MG 50%RG 20%geno 50 -4.70212018800001 1.51138132508809 0.213741596785699 0.429529820045004 RFI
0%MG 75%RG 2.5%geno 50 -4.71015834084849 1.53031952226189 0.216419862314708 0.434911996130557 RFI
0%MG 75%RG 5%geno 50 -4.59101561212122 1.63443260208917 0.231143675265925 0.464500606033446 RFI
0%MG 75%RG 10%geno 50 -4.42723774327273 1.61313674549336 0.228131986343911 0.458448390553829 RFI
0%MG 75%RG 20%geno 50 -4.63101125224243 1.56765822896618 0.221700352856976 0.445523539164193 RFI
0%MG 100%RG 2.5%geno 50 -4.72675622254546 1.52506991436235 0.215677455645841 0.433420074072921 RFI
0%MG 100%RG 5%geno 50 -4.48622841915152 1.77959268959261 0.251672411712188 0.505754646445408 RFI
0%MG 100%RG 10%geno 50 -4.69956177745455 1.63212938308957 0.23081795091129 0.463846038436241 RFI
0%MG 100%RG 20%geno 50 -5.17779097078788 1.93878764312545 0.274185977946938 0.550997351650231 RFI
25%MG 0%RG 2.5%geno 50 -4.32181993090909 1.29469038165435 0.183096869680957 0.367946935306731 RFI
25%MG 0%RG 5%geno 50 -4.3174635889697 1.33678076603394 0.189049348924469 0.379908890194018 RFI
25%MG 0%RG 10%geno 50 -3.94201377248485 1.50534496957786 0.212887927202713 0.427814306790344 RFI
25%MG 0%RG 20%geno 50 -4.77125189406061 1.0687993188169 0.151151049212598 0.30374940556374 RFI
25%MG 25%RG 2.5%geno 50 -4.33933833466667 1.45095674657148 0.205196270941814 0.412357344835931 RFI
25%MG 25%RG 5%geno 50 -3.70787360969697 1.43568351538384 0.203036309873132 0.408016740559144 RFI
25%MG 25%RG 10%geno 50 -3.54448980315152 1.44146382527773 0.203853769137797 0.409659486454778 RFI
25%MG 25%RG 20%geno 50 -4.52746601939394 1.05707298354296 0.149492694974465 0.300416817952399 RFI
25%MG 50%RG 2.5%geno 50 -4.30609611551515 1.73989470260794 0.246058268552925 0.494472603374855 RFI
25%MG 50%RG 5%geno 50 -3.53554094606061 1.38544232272325 0.195931132268091 0.393738351588649 RFI
25%MG 50%RG 10%geno 50 -3.45341046727273 1.10696450246568 0.156548421245255 0.314595830746142 RFI
25%MG 50%RG 20%geno 50 -4.04410175539394 1.24962884249281 0.176724205698593 0.355140587573226 RFI
25%MG 75%RG 2.5%geno 50 -4.35828054024243 1.78136731381141 0.251923381476022 0.506258989068077 RFI
25%MG 75%RG 5%geno 50 -4.32425502412122 2.05851972749954 0.291118651704241 0.585024833531295 RFI
25%MG 75%RG 10%geno 50 -3.74529610751516 1.38997598833399 0.196572289407488 0.395026805099089 RFI
25%MG 75%RG 20%geno 50 -3.90719719357576 1.51219426696801 0.213856564128901 0.42976085557098 RFI
25%MG 100%RG 2.5%geno 50 -4.52610158 1.74970468458525 0.24744560950882 0.497260569405275 RFI
25%MG 100%RG 5%geno 50 -4.23902350581819 1.64726954022296 0.23295909246674 0.468148823485261 RFI
25%MG 100%RG 10%geno 50 -4.72842462933334 1.9200235805385 0.27153233876737 0.545664664066694 RFI
25%MG 100%RG 20%geno 50 -4.90319088618182 1.38567170813343 0.1959635722639 0.393803542200919 RFI
50%MG 0%RG 2.5%geno 50 -4.39403156109091 1.69395531046185 0.239561457410908 0.481416772583551 RFI
50%MG 0%RG 5%geno 50 -4.35880239951516 1.29022669298544 0.18246560877558 0.366678369023117 RFI
50%MG 0%RG 10%geno 50 -3.98511662424243 1.16284437423744 0.164451028497584 0.330476714589179 RFI
50%MG 0%RG 20%geno 50 -5.75875402703031 1.18690155414935 0.167853227507972 0.33731368947224 RFI
50%MG 25%RG 2.5%geno 50 -3.6757591019394 1.64664172264745 0.232870305653742 0.467970399704477 RFI
